map_id,cluster_id,service_id,cluster_name,intent,current_url,target_url,url_action,method,evidence,validation_status,confidence,review_status,reviewer,rationale,destination_id,page_role,parent_destination_id,publication_status
M0070,HOLD-FF3B04A53D72,S5,схема планировки участка — informational,informational,,https://exp76.ru/shema-planirovki-uchastka/,article,manual_architecture_review,missing_representative_serp:HOLD-FF3B04A53D72,architecture_reviewed,medium,reviewed,codex-2026-08-28,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping.",S5-ARTICLE-FF3B04A53D72,article,S5-HUB,backlog
M0071,SERP-01050EAE1F1F,S5,планировка участка цена — transactional,transactional,,https://exp76.ru/services/planirovka-territorii/,merge,manual_architecture_review,Q000097,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S5-HUB,hub,,ready
M0072,SERP-02C1679FE41B,S3,озеленение участка под ключ и благоустройство ярославль — transactional,transactional,,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,merge,manual_architecture_review,Q000062,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S3-HUB,hub,,ready
M0073,SERP-040A03E7E8F3,S8,заезд на участок — commercial_research,commercial_research,,https://exp76.ru/services/vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch/,merge,manual_architecture_review,Q000121,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S8-HUB,hub,,ready
M0074,SERP-06251F551165,S1,проект благоустройства участка — commercial_research,commercial_research,,https://exp76.ru/services/landshaftnoe-proektirovanie/,merge,manual_architecture_review,Q000028,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S1-HUB,hub,,ready
M0075,SERP-0767F40D1ED4,S2,укладка рулонного газона рыбинск — commercial_research,commercial_research,,https://exp76.ru/rulonnyj-gazon-pod-kljuch/,merge,manual_architecture_review,Q000056|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/gazon-posevnojj-i-gazon-rulonnyjj.json#services.items[Рулонный газон],architecture_reviewed,medium,reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping.",S2-CHILD-RULONNY-GAZON,child_service,S2-HUB,blocked_facts
M0076,SERP-09010110F02E,S3,посадка крупномеров — commercial_research,commercial_research,,https://exp76.ru/posadka-krupnomerov/,child,manual_architecture_review,Q000064,architecture_reviewed,medium,reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact business offer is not confirmed by current source material, and Task 3 case/photo mapping is incomplete; publication is blocked on those facts.",S3-CHILD-KRUPNOMERY,child_service,S3-HUB,blocked_facts
M0077,SERP-0A583602ED79,S2,производитель рулонного газона в ярославской области — product_only,product_only,,,exclude,manual_architecture_review,Q000051,architecture_reviewed,high,reviewed,codex-2026-08-28,Product-only demand has no installation-service destination and remains excluded.,,none,,backlog
M0078,SERP-0D0F2C22B0AB,S4,заказать обрезку деревьев — transactional,transactional,,https://exp76.ru/obrezka-derevev-i-kustarnikov/,merge,manual_architecture_review,Q000069|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/ukhod-za-sadom.json#seo.description+services.items[Обрезка],architecture_reviewed,medium,reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping.",S4-CHILD-OBREZKA,child_service,S4-HUB,blocked_facts
M0079,SERP-0DD3D2B067B4,S5,сделать планировку земли частного дома рыбинск — commercial_research,commercial_research,,https://exp76.ru/services/planirovka-territorii/,merge,manual_architecture_review,missing_representative_serp:SERP-0DD3D2B067B4,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S5-HUB,hub,,ready
M0080,SERP-0FA0C101C6DD,S1,прейскурант цен на благоустройство придомовой территории в ярославской области — commercial_research,commercial_research,https://exp76.ru/services/,https://exp76.ru/services/,merge,manual_architecture_review,Q000027,architecture_reviewed,medium,reviewed,codex-2026-08-28,Broad landscaping/complex-improvement demand retains the legacy /services/ owner; it must not broaden the S1 landscape-design hub.,SPECIAL-SERVICES-CATALOG,special,,ready
M0081,SERP-10BA4FC77863,S7,уличное освещение рыбинский район — commercial_research,commercial_research,,,exclude,manual_architecture_review,Q000113,architecture_reviewed,medium,reviewed,codex-2026-08-28,"Stored SERP is dominated by municipal complaints, rules and repairs rather than private-site installation.",,none,,backlog
M0082,SERP-125679FE4BFA,S1,проекты придомовых территорий рыбинск — commercial_research,commercial_research,,https://exp76.ru/services/landshaftnoe-proektirovanie/,merge,manual_architecture_review,Q000029,architecture_reviewed,high,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S1-HUB,hub,,ready
M0083,SERP-13FD00FC92C7,S5,выравнивание участка — commercial_research,commercial_research,,https://exp76.ru/vyravnivanie-uchastka/,child,manual_architecture_review,Q000081|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/planirovka-territorii.json#intro+services.items[Выравнивание],architecture_reviewed,medium,reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping.",S5-CHILD-VYRAVNIVANIE,child_service,S5-HUB,blocked_facts
M0084,SERP-151040020C7C,S2,газон рулонный в рыбинске — commercial_research,commercial_research,,https://exp76.ru/rulonnyj-gazon-pod-kljuch/,merge,manual_architecture_review,Q000044|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/gazon-posevnojj-i-gazon-rulonnyjj.json#services.items[Рулонный газон],architecture_reviewed,high,reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping.",S2-CHILD-RULONNY-GAZON,child_service,S2-HUB,blocked_facts
M0085,SERP-18995A41CDF6,S1,ландшафтный дизайн участка — commercial_research,commercial_research,,https://exp76.ru/services/landshaftnoe-proektirovanie/,merge,manual_architecture_review,Q000024,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S1-HUB,hub,,ready
M0086,SERP-1E2A5B0176EC,S2,посевной газон цена — transactional,transactional,,https://exp76.ru/posevnoj-gazon-pod-kljuch/,merge,manual_architecture_review,Q000049|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/gazon-posevnojj-i-gazon-rulonnyjj.json#services.items[Посевной газон],architecture_reviewed,medium,reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping.",S2-CHILD-POSEVNOY-GAZON,child_service,S2-HUB,blocked_facts
M0087,SERP-204FB8F3D895,S2,рулонный газон купить — product_only,product_only,,,exclude,manual_architecture_review,missing_representative_serp:SERP-204FB8F3D895,architecture_reviewed,high,reviewed,codex-2026-08-28,Product-only demand has no installation-service destination and remains excluded.,,none,,backlog
M0088,SERP-222F43C27897,S5,купить землю для выравнивания участка — product_only,product_only,,,exclude,manual_architecture_review,missing_representative_serp:SERP-222F43C27897,architecture_reviewed,high,reviewed,codex-2026-08-28,Product-only demand has no installation-service destination and remains excluded.,,none,,backlog
M0089,SERP-2716C16CFFC8,S7,уличное освещение частного дома рыбинск — commercial_research,commercial_research,,https://exp76.ru/services/ulichnoe-osveshhenie-uchastka/,merge,manual_architecture_review,Q000114,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S7-HUB,hub,,ready
M0090,SERP-28A33A22AC12,S5,планировка участка рыбинск — commercial_research,commercial_research,,https://exp76.ru/services/planirovka-territorii/,merge,manual_architecture_review,Q000096,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S5-HUB,hub,,ready
M0091,SERP-28E8746F1C7F,S8,найти плиту через канаву установить для проезда телег и велосипедов в рыбинске — commercial_research,commercial_research,,https://exp76.ru/services/vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch/,merge,manual_architecture_review,Q000137,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S8-HUB,hub,,ready
M0092,SERP-38789FF53DEB,S5,планировка территории — commercial_research,commercial_research,,https://exp76.ru/services/planirovka-territorii/,merge,manual_architecture_review,Q000092,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S5-HUB,hub,,ready
M0093,SERP-3AF29E33EBAC,S5,выравнивание участка цена — transactional,transactional,,https://exp76.ru/vyravnivanie-uchastka/,merge,manual_architecture_review,Q000082|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/planirovka-territorii.json#intro+services.items[Выравнивание],architecture_reviewed,medium,reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping.",S5-CHILD-VYRAVNIVANIE,child_service,S5-HUB,blocked_facts
M0094,SERP-3CDF6B2A903F,S6,подпорная стенка из бетона — commercial_research,commercial_research,,https://exp76.ru/services/podpornye-stenki/,merge,manual_architecture_review,Q000101,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S6-HUB,hub,,ready
M0095,SERP-3DA3A83AC9A8,S3,посадка кустарников — commercial_research,commercial_research,,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,merge,manual_architecture_review,Q000065,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S3-HUB,hub,,ready
M0096,SERP-468BED4A1CF4,S6,подпорная стенка из габионов — commercial_research,commercial_research,,https://exp76.ru/services/podpornye-stenki/,merge,manual_architecture_review,Q000103,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S6-HUB,hub,,ready
M0097,SERP-46D9E5DD0AF8,S8,заезд на участок через канаву под ключ тутаев — transactional,transactional,,https://exp76.ru/services/vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch/,merge,manual_architecture_review,Q000128,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S8-HUB,hub,,ready
M0098,SERP-48476265400C,S1,заказать дизайн проект участка — transactional,transactional,,https://exp76.ru/services/landshaftnoe-proektirovanie/,merge,manual_architecture_review,Q000011,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S1-HUB,hub,,ready
M0099,SERP-490CDCE58295,S5,каким грунтом поднять участок — commercial_research,commercial_research,,https://exp76.ru/services/planirovka-territorii/,merge,manual_architecture_review,Q000090,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S5-HUB,hub,,ready
M0100,SERP-4D594D564DC8,S1,ландшафтный дизайн рыбинск — commercial_research,commercial_research,,https://exp76.ru/services/landshaftnoe-proektirovanie/,merge,manual_architecture_review,Q000023,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S1-HUB,hub,,ready
M0101,SERP-4D82034EB5C5,S2,цена за метр раскатного газона — transactional,transactional,,https://exp76.ru/rulonnyj-gazon-pod-kljuch/,merge,manual_architecture_review,Q000058|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/gazon-posevnojj-i-gazon-rulonnyjj.json#services.items[Рулонный газон],architecture_reviewed,medium,reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping.",S2-CHILD-RULONNY-GAZON,child_service,S2-HUB,blocked_facts
M0102,SERP-4FFE505A1BD1,S7,освещение участка — commercial_research,commercial_research,,,exclude,manual_architecture_review,Q000110|Q000112,architecture_reviewed,medium,reviewed,codex-2026-08-28,Stored SERPs are guide/product led with no service landing; the mixed cluster is excluded from the ready hub.,,none,,backlog
M0103,SERP-501565B73C13,S1,благоустройство дачного участка под ключ — transactional,transactional,https://exp76.ru/services/,https://exp76.ru/services/,merge,manual_architecture_review,Q000004,architecture_reviewed,medium,reviewed,codex-2026-08-28,Broad landscaping/complex-improvement demand retains the legacy /services/ owner; it must not broaden the S1 landscape-design hub.,SPECIAL-SERVICES-CATALOG,special,,ready
M0104,SERP-504953171519,S8,заезд на участок через канаву под ключ рыбинск — transactional,transactional,,https://exp76.ru/services/vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch/,merge,manual_architecture_review,Q000127,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S8-HUB,hub,,ready
M0105,SERP-5703FC9B6AB2,S6,строительство подпорной стенки рыбинск — transactional,transactional,,https://exp76.ru/services/podpornye-stenki/,merge,manual_architecture_review,Q000105,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S6-HUB,hub,,ready
M0106,SERP-57EC0E41B977,S8,заезд через канаву тутаев — commercial_research,commercial_research,,https://exp76.ru/services/vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch/,merge,manual_architecture_review,Q000134,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S8-HUB,hub,,ready
M0107,SERP-5A0AE0E41D86,S7,ландшафтное освещение — commercial_research,commercial_research,,,exclude,manual_architecture_review,Q000107,architecture_reviewed,medium,reviewed,codex-2026-08-28,Stored SERP is product_catalog:10 with no service landing; product demand is excluded.,,none,,backlog
M0108,SERP-6070ECC246E8,S2,посевной газон — commercial_research,commercial_research,,https://exp76.ru/posevnoj-gazon-pod-kljuch/,child,manual_architecture_review,Q000047|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/gazon-posevnojj-i-gazon-rulonnyjj.json#services.items[Посевной газон],architecture_reviewed,medium,reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping.",S2-CHILD-POSEVNOY-GAZON,child_service,S2-HUB,blocked_facts
M0109,SERP-634958A3C2DB,S2,рулонный газон ярославль — commercial_research,commercial_research,,https://exp76.ru/rulonnyj-gazon-pod-kljuch/,merge,manual_architecture_review,Q000055|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/gazon-posevnojj-i-gazon-rulonnyjj.json#services.items[Рулонный газон],architecture_reviewed,medium,reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping.",S2-CHILD-RULONNY-GAZON,child_service,S2-HUB,blocked_facts
M0110,SERP-63EDD3F67224,S2,восстановление газона — commercial_research,commercial_research,,https://exp76.ru/services/gazon-posevnojj-i-gazon-rulonnyjj/,merge,manual_architecture_review,Q000039,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S2-HUB,hub,,ready
M0111,SERP-651B7A994F7E,S4,сезонный уход за садом рыбинск — commercial_research,commercial_research,,https://exp76.ru/services/ukhod-za-sadom/,merge,manual_architecture_review,Q000077,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S4-HUB,hub,,ready
M0112,SERP-65D0D96753C1,S3,стоимость посадки деревьев — transactional,transactional,,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,merge,manual_architecture_review,Q000067,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S3-HUB,hub,,ready
M0113,SERP-69104D6AA308,S6,подпорная стенка на участке — commercial_research,commercial_research,https://exp76.ru/services/podpornye-stenki/,https://exp76.ru/services/podpornye-stenki/,hub,manual_architecture_review,Q000104,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S6-HUB,hub,,ready
M0114,SERP-6979557B24CA,S7,монтаж освещения участка рыбинск — transactional,transactional,https://exp76.ru/services/ulichnoe-osveshhenie-uchastka/,https://exp76.ru/services/ulichnoe-osveshhenie-uchastka/,hub,manual_architecture_review,Q000109,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S7-HUB,hub,,ready
M0115,SERP-6CE4B6AF888B,S4,уход за садом — commercial_research,commercial_research,https://exp76.ru/services/ukhod-za-sadom/,https://exp76.ru/services/ukhod-za-sadom/,hub,manual_architecture_review,Q000078,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S4-HUB,hub,,ready
M0116,SERP-6DB26688AA57,S5,планировка участка — commercial_research,commercial_research,https://exp76.ru/services/planirovka-territorii/,https://exp76.ru/services/planirovka-territorii/,hub,manual_architecture_review,Q000094|Q000095,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S5-HUB,hub,,ready
M0117,SERP-704B34378555,S1,ландшафтное проектирование участка — commercial_research,commercial_research,https://exp76.ru/services/landshaftnoe-proektirovanie/,https://exp76.ru/services/landshaftnoe-proektirovanie/,hub,manual_architecture_review,Q000019,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S1-HUB,hub,,ready
M0118,SERP-785822A3ED71,S3,посадка хвойных — commercial_research,commercial_research,,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,merge,manual_architecture_review,Q000066,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S3-HUB,hub,,ready
M0119,SERP-7A77EA65DFCA,S1,благоустройство участка — commercial_research,commercial_research,https://exp76.ru/services/,https://exp76.ru/services/,special,manual_architecture_review,Q000005,architecture_reviewed,medium,reviewed,codex-2026-08-28,Broad landscaping/complex-improvement demand retains the legacy /services/ owner; it must not broaden the S1 landscape-design hub.,SPECIAL-SERVICES-CATALOG,special,,ready
M0120,SERP-7BD020023148,S4,найти садовника на участок в рыбинске — commercial_research,commercial_research,,https://exp76.ru/services/ukhod-za-sadom/,merge,manual_architecture_review,Q000071,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S4-HUB,hub,,ready
M0121,SERP-7C47C44022BF,S2,рулонный газон цена — transactional,transactional,,https://exp76.ru/rulonnyj-gazon-pod-kljuch/,merge,manual_architecture_review,Q000054|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/gazon-posevnojj-i-gazon-rulonnyjj.json#services.items[Рулонный газон],architecture_reviewed,medium,reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping.",S2-CHILD-RULONNY-GAZON,child_service,S2-HUB,blocked_facts
M0122,SERP-7CD860AE1E28,S5,планировка территории услуга — transactional,transactional,,https://exp76.ru/services/planirovka-territorii/,merge,manual_architecture_review,missing_representative_serp:SERP-7CD860AE1E28,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S5-HUB,hub,,ready
M0123,SERP-7DE3AAD9BA6E,S4,услуги по уходу за садом — transactional,transactional,,https://exp76.ru/services/ukhod-za-sadom/,merge,manual_architecture_review,missing_representative_serp:SERP-7DE3AAD9BA6E,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S4-HUB,hub,,ready
M0124,SERP-854ADA9B5F75,S8,трубу в канаву уложить в рыбинске — commercial_research,commercial_research,,https://exp76.ru/services/vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch/,merge,manual_architecture_review,Q000140,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S8-HUB,hub,,ready
M0125,SERP-87C0A7353C83,S1,услуги по благоустройства участка брейтово — transactional,transactional,https://exp76.ru/services/,https://exp76.ru/services/,merge,manual_architecture_review,Q000034,architecture_reviewed,high,reviewed,codex-2026-08-28,Broad landscaping/complex-improvement demand retains the legacy /services/ owner; it must not broaden the S1 landscape-design hub.,SPECIAL-SERVICES-CATALOG,special,,ready
M0126,SERP-88BDA565D7AA,S8,ярославская область сделать въезд в канаву — commercial_research,commercial_research,,https://exp76.ru/services/vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch/,merge,manual_architecture_review,Q000141,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S8-HUB,hub,,ready
M0127,SERP-8F99DD3FB843,S4,обрезка кустарников — commercial_research,commercial_research,,https://exp76.ru/obrezka-derevev-i-kustarnikov/,merge,manual_architecture_review,Q000074|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/ukhod-za-sadom.json#seo.description+services.items[Обрезка],architecture_reviewed,medium,reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping.",S4-CHILD-OBREZKA,child_service,S4-HUB,blocked_facts
M0128,SERP-92449D7EF3C6,S2,газоны в рыбинске — commercial_research,commercial_research,,https://exp76.ru/category/avtopoliv-na-uchastke/,merge,manual_architecture_review,Q000046|protected_owner:https://exp76.ru/category/avtopoliv-na-uchastke/,architecture_reviewed,medium,reviewed,codex-2026-08-28,"Stored Q000046 is auto-irrigation dominated, so this lexical lawn projection merges into the protected auto-irrigation owner instead of the S2 lawn hub.",FROZEN-F839FE6BFD56,frozen,,ready
M0129,SERP-942863B727BD,S7,подсветка дорожек — commercial_research,commercial_research,,,exclude,manual_architecture_review,Q000111,architecture_reviewed,medium,reviewed,codex-2026-08-28,Stored SERP is product/guide led with no service landing; lighting-product demand is excluded.,,none,,backlog
M0130,SERP-951E1BC7177B,S6,устройство подпорной стенки — transactional,transactional,,https://exp76.ru/services/podpornye-stenki/,merge,manual_architecture_review,Q000106,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S6-HUB,hub,,ready
M0131,SERP-95322B4882AA,S8,обустройство въезда на участок ярославль — commercial_research,commercial_research,,https://exp76.ru/services/vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch/,merge,manual_architecture_review,missing_representative_serp:SERP-95322B4882AA,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S8-HUB,hub,,ready
M0132,SERP-970C6936F24A,S6,организация выполняющая установкой гравитационной подпорной стены ярославль — commercial_research,commercial_research,,https://exp76.ru/services/podpornye-stenki/,merge,manual_architecture_review,Q000100,architecture_reviewed,high,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S6-HUB,hub,,ready
M0133,SERP-9F051612A9DA,S3,озеленение участка — commercial_research,commercial_research,,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,merge,manual_architecture_review,Q000061,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S3-HUB,hub,,ready
M0134,SERP-A0149C55D54D,S1,стоимость работ по благоустройству территории ярославль — transactional,transactional,https://exp76.ru/services/,https://exp76.ru/services/,merge,manual_architecture_review,Q000032,architecture_reviewed,medium,reviewed,codex-2026-08-28,Broad landscaping/complex-improvement demand retains the legacy /services/ owner; it must not broaden the S1 landscape-design hub.,SPECIAL-SERVICES-CATALOG,special,,ready
M0135,SERP-A2EE2A3C7677,S3,дендролог в рыбинске — commercial_research,commercial_research,,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,merge,manual_architecture_review,Q000059,architecture_reviewed,high,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S3-HUB,hub,,ready
M0136,SERP-AA3B1ED86F1C,S4,обслуживание садов — commercial_research,commercial_research,,https://exp76.ru/services/ukhod-za-sadom/,merge,manual_architecture_review,Q000075,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S4-HUB,hub,,ready
M0137,SERP-AA4C9E8989B0,S8,труба в канаву для заезда — commercial_research,commercial_research,,https://exp76.ru/services/vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch/,merge,manual_architecture_review,Q000139,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S8-HUB,hub,,ready
M0138,SERP-AA8EBFF26F36,S5,планировка участка ярославль — commercial_research,commercial_research,,https://exp76.ru/services/planirovka-territorii/,merge,manual_architecture_review,Q000098,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S5-HUB,hub,,ready
M0139,SERP-AB14F61F8612,S1,стоимость реализации проекта обустройства частного участка в ярославской области компании — transactional,transactional,https://exp76.ru/services/,https://exp76.ru/services/,merge,manual_architecture_review,Q000033,architecture_reviewed,medium,reviewed,codex-2026-08-28,Broad landscaping/complex-improvement demand retains the legacy /services/ owner; it must not broaden the S1 landscape-design hub.,SPECIAL-SERVICES-CATALOG,special,,ready
M0140,SERP-AD553C0B8A2D,S1,компании по ландшафтному дизайну рыбинск под ключ — transactional,transactional,,https://exp76.ru/services/landshaftnoe-proektirovanie/,merge,manual_architecture_review,Q000013,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S1-HUB,hub,,ready
M0141,SERP-AD8EAA1CDE40,S2,газон под ключ полесье ярославль — transactional,transactional,,https://exp76.ru/services/gazon-posevnojj-i-gazon-rulonnyjj/,merge,manual_architecture_review,Q000042,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S2-HUB,hub,,ready
