cluster_id,service_id,destination_id,page_role,parent_destination_id,current_url,proposed_url,proposed_slug,url_action,publication_status,business_offer_confirmed,evidence_refs,review_status,reviewer,rationale
SERP-38789FF53DEB,S5,S5-HUB,hub,,,,planirovka-territorii,merge,ready,yes,Q000092,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-3AF29E33EBAC,S5,S5-CHILD-VYRAVNIVANIE,child_service,S5-HUB,,,vyravnivanie-uchastka,merge,blocked_facts,yes,Q000082|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/planirovka-territorii.json#intro+services.items[Выравнивание],reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping."
SERP-3CDF6B2A903F,S6,S6-HUB,hub,,,,podpornye-stenki,merge,ready,yes,Q000101,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-3DA3A83AC9A8,S3,S3-HUB,hub,,,,posadka-derevev-i-kustarnikov,merge,ready,yes,Q000065,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-468BED4A1CF4,S6,S6-HUB,hub,,,,podpornye-stenki,merge,ready,yes,Q000103,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-46D9E5DD0AF8,S8,S8-HUB,hub,,,,vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch,merge,ready,yes,Q000128,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-48476265400C,S1,S1-HUB,hub,,,,landshaftnoe-proektirovanie,merge,ready,yes,Q000011,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-490CDCE58295,S5,S5-HUB,hub,,,,planirovka-territorii,merge,ready,yes,Q000090,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-4D594D564DC8,S1,S1-HUB,hub,,,,landshaftnoe-proektirovanie,merge,ready,yes,Q000023,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-4D82034EB5C5,S2,S2-CHILD-RULONNY-GAZON,child_service,S2-HUB,,,rulonnyj-gazon-pod-kljuch,merge,blocked_facts,yes,Q000058|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/gazon-posevnojj-i-gazon-rulonnyjj.json#services.items[Рулонный газон],reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping."
SERP-4FFE505A1BD1,S7,,none,,,,,exclude,backlog,no,Q000110|Q000112,reviewed,codex-2026-08-28,Stored SERPs are guide/product led with no service landing; the mixed cluster is excluded from the ready hub.
SERP-501565B73C13,S1,SPECIAL-SERVICES-CATALOG,special,,https://exp76.ru/services/,,services,merge,ready,yes,Q000004,reviewed,codex-2026-08-28,Broad landscaping/complex-improvement demand retains the legacy /services/ owner; it must not broaden the S1 landscape-design hub.
SERP-504953171519,S8,S8-HUB,hub,,,,vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch,merge,ready,yes,Q000127,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-5703FC9B6AB2,S6,S6-HUB,hub,,,,podpornye-stenki,merge,ready,yes,Q000105,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-57EC0E41B977,S8,S8-HUB,hub,,,,vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch,merge,ready,yes,Q000134,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-5A0AE0E41D86,S7,,none,,,,,exclude,backlog,no,Q000107,reviewed,codex-2026-08-28,Stored SERP is product_catalog:10 with no service landing; product demand is excluded.
SERP-6070ECC246E8,S2,S2-CHILD-POSEVNOY-GAZON,child_service,S2-HUB,,https://exp76.ru/posevnoj-gazon-pod-kljuch/,posevnoj-gazon-pod-kljuch,child,blocked_facts,yes,Q000047|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/gazon-posevnojj-i-gazon-rulonnyjj.json#services.items[Посевной газон],reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping."
SERP-634958A3C2DB,S2,S2-CHILD-RULONNY-GAZON,child_service,S2-HUB,,,rulonnyj-gazon-pod-kljuch,merge,blocked_facts,yes,Q000055|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/gazon-posevnojj-i-gazon-rulonnyjj.json#services.items[Рулонный газон],reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping."
SERP-63EDD3F67224,S2,S2-HUB,hub,,,,gazon-posevnojj-i-gazon-rulonnyjj,merge,ready,yes,Q000039,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-651B7A994F7E,S4,S4-HUB,hub,,,,ukhod-za-sadom,merge,ready,yes,Q000077,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-65D0D96753C1,S3,S3-HUB,hub,,,,posadka-derevev-i-kustarnikov,merge,ready,yes,Q000067,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-69104D6AA308,S6,S6-HUB,hub,,https://exp76.ru/services/podpornye-stenki/,,podpornye-stenki,hub,ready,yes,Q000104,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-6979557B24CA,S7,S7-HUB,hub,,https://exp76.ru/services/ulichnoe-osveshhenie-uchastka/,,ulichnoe-osveshhenie-uchastka,hub,ready,yes,Q000109,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-6CE4B6AF888B,S4,S4-HUB,hub,,https://exp76.ru/services/ukhod-za-sadom/,,ukhod-za-sadom,hub,ready,yes,Q000078,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-6DB26688AA57,S5,S5-HUB,hub,,https://exp76.ru/services/planirovka-territorii/,,planirovka-territorii,hub,ready,yes,Q000094|Q000095,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-704B34378555,S1,S1-HUB,hub,,https://exp76.ru/services/landshaftnoe-proektirovanie/,,landshaftnoe-proektirovanie,hub,ready,yes,Q000019,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-785822A3ED71,S3,S3-HUB,hub,,,,posadka-derevev-i-kustarnikov,merge,ready,yes,Q000066,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-7A77EA65DFCA,S1,SPECIAL-SERVICES-CATALOG,special,,https://exp76.ru/services/,,services,special,ready,yes,Q000005,reviewed,codex-2026-08-28,Broad landscaping/complex-improvement demand retains the legacy /services/ owner; it must not broaden the S1 landscape-design hub.
SERP-7BD020023148,S4,S4-HUB,hub,,,,ukhod-za-sadom,merge,ready,yes,Q000071,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-7C47C44022BF,S2,S2-CHILD-RULONNY-GAZON,child_service,S2-HUB,,,rulonnyj-gazon-pod-kljuch,merge,blocked_facts,yes,Q000054|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/gazon-posevnojj-i-gazon-rulonnyjj.json#services.items[Рулонный газон],reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping."
SERP-7CD860AE1E28,S5,S5-HUB,hub,,,,planirovka-territorii,merge,ready,yes,missing_representative_serp:SERP-7CD860AE1E28,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-7DE3AAD9BA6E,S4,S4-HUB,hub,,,,ukhod-za-sadom,merge,ready,yes,missing_representative_serp:SERP-7DE3AAD9BA6E,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-854ADA9B5F75,S8,S8-HUB,hub,,,,vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch,merge,ready,yes,Q000140,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-87C0A7353C83,S1,SPECIAL-SERVICES-CATALOG,special,,https://exp76.ru/services/,,services,merge,ready,yes,Q000034,reviewed,codex-2026-08-28,Broad landscaping/complex-improvement demand retains the legacy /services/ owner; it must not broaden the S1 landscape-design hub.
SERP-88BDA565D7AA,S8,S8-HUB,hub,,,,vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch,merge,ready,yes,Q000141,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-8F99DD3FB843,S4,S4-CHILD-OBREZKA,child_service,S4-HUB,,,obrezka-derevev-i-kustarnikov,merge,blocked_facts,yes,Q000074|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/ukhod-za-sadom.json#seo.description+services.items[Обрезка],reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping."
SERP-92449D7EF3C6,S2,FROZEN-F839FE6BFD56,frozen,,,,,merge,ready,no,Q000046|protected_owner:https://exp76.ru/category/avtopoliv-na-uchastke/,reviewed,codex-2026-08-28,"Stored Q000046 is auto-irrigation dominated, so this lexical lawn projection merges into the protected auto-irrigation owner instead of the S2 lawn hub."
SERP-942863B727BD,S7,,none,,,,,exclude,backlog,no,Q000111,reviewed,codex-2026-08-28,Stored SERP is product/guide led with no service landing; lighting-product demand is excluded.
SERP-951E1BC7177B,S6,S6-HUB,hub,,,,podpornye-stenki,merge,ready,yes,Q000106,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-95322B4882AA,S8,S8-HUB,hub,,,,vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch,merge,ready,yes,missing_representative_serp:SERP-95322B4882AA,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-970C6936F24A,S6,S6-HUB,hub,,,,podpornye-stenki,merge,ready,yes,Q000100,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-9F051612A9DA,S3,S3-HUB,hub,,,,posadka-derevev-i-kustarnikov,merge,ready,yes,Q000061,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-A0149C55D54D,S1,SPECIAL-SERVICES-CATALOG,special,,https://exp76.ru/services/,,services,merge,ready,yes,Q000032,reviewed,codex-2026-08-28,Broad landscaping/complex-improvement demand retains the legacy /services/ owner; it must not broaden the S1 landscape-design hub.
SERP-A2EE2A3C7677,S3,S3-HUB,hub,,,,posadka-derevev-i-kustarnikov,merge,ready,yes,Q000059,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-AA3B1ED86F1C,S4,S4-HUB,hub,,,,ukhod-za-sadom,merge,ready,yes,Q000075,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-AA4C9E8989B0,S8,S8-HUB,hub,,,,vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch,merge,ready,yes,Q000139,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-AA8EBFF26F36,S5,S5-HUB,hub,,,,planirovka-territorii,merge,ready,yes,Q000098,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-AB14F61F8612,S1,SPECIAL-SERVICES-CATALOG,special,,https://exp76.ru/services/,,services,merge,ready,yes,Q000033,reviewed,codex-2026-08-28,Broad landscaping/complex-improvement demand retains the legacy /services/ owner; it must not broaden the S1 landscape-design hub.
SERP-AD553C0B8A2D,S1,S1-HUB,hub,,,,landshaftnoe-proektirovanie,merge,ready,yes,Q000013,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-AD8EAA1CDE40,S2,S2-HUB,hub,,,,gazon-posevnojj-i-gazon-rulonnyjj,merge,ready,yes,Q000042,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-AE4638D982DC,S5,S5-HUB,hub,,,,planirovka-territorii,merge,ready,yes,Q000091,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-B063D3C3AD98,S3,S3-HUB,hub,,,,posadka-derevev-i-kustarnikov,merge,ready,yes,Q000068,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-B592CED7E831,S4,S4-CHILD-OBREZKA,child_service,S4-HUB,,https://exp76.ru/obrezka-derevev-i-kustarnikov/,obrezka-derevev-i-kustarnikov,child,blocked_facts,yes,Q000072|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/ukhod-za-sadom.json#seo.description+services.items[Обрезка],reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping."
SERP-BA00FDE71D08,S1,SPECIAL-SERVICES-CATALOG,special,,https://exp76.ru/services/,,services,merge,ready,yes,Q000003,reviewed,codex-2026-08-28,Broad landscaping/complex-improvement demand retains the legacy /services/ owner; it must not broaden the S1 landscape-design hub.
SERP-BE9D594EE9B4,S1,S1-HUB,hub,,,,landshaftnoe-proektirovanie,merge,ready,yes,Q000010,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-C1723250580F,S2,S2-CHILD-POSEVNOY-GAZON,child_service,S2-HUB,,,posevnoj-gazon-pod-kljuch,merge,blocked_facts,yes,Q000048|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/gazon-posevnojj-i-gazon-rulonnyjj.json#services.items[Посевной газон],reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping."
SERP-D06FD14A8839,S2,S2-HUB,hub,,https://exp76.ru/services/gazon-posevnojj-i-gazon-rulonnyjj/,,gazon-posevnojj-i-gazon-rulonnyjj,hub,ready,yes,Q000040|Q000041,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-D0ED9EC8158D,S7,S7-HUB,hub,,,,ulichnoe-osveshhenie-uchastka,merge,ready,yes,Q000108,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-D405C455A674,S2,S2-CHILD-RULONNY-GAZON,child_service,S2-HUB,,https://exp76.ru/rulonnyj-gazon-pod-kljuch/,rulonnyj-gazon-pod-kljuch,child,blocked_facts,yes,Q000052|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/gazon-posevnojj-i-gazon-rulonnyjj.json#services.items[Рулонный газон],reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping."
SERP-D5D9845EEF9D,S8,S8-HUB,hub,,,,vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch,merge,ready,yes,Q000120,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-DA28A58E74C6,S8,S8-HUB,hub,,https://exp76.ru/services/vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch/,,vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch,hub,ready,yes,Q000117|Q000118,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-E3CEDAA277E9,S1,S1-HUB,hub,,,,landshaftnoe-proektirovanie,merge,ready,yes,Q000025,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-E492AC35BA1A,S2,S2-HUB,hub,,,,gazon-posevnojj-i-gazon-rulonnyjj,merge,ready,yes,Q000057,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-E5B256F4A786,S1,SPECIAL-SERVICES-CATALOG,special,,https://exp76.ru/services/,,services,merge,ready,yes,Q000016,reviewed,codex-2026-08-28,Broad landscaping/complex-improvement demand retains the legacy /services/ owner; it must not broaden the S1 landscape-design hub.
SERP-E7E51C21D43B,S1,S1-HUB,hub,,,,landshaftnoe-proektirovanie,merge,ready,yes,Q000022,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-ED6D674F80F1,S4,S4-CHILD-OBREZKA,child_service,S4-HUB,,,obrezka-derevev-i-kustarnikov,merge,blocked_facts,yes,Q000073|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/ukhod-za-sadom.json#seo.description+services.items[Обрезка],reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping."
SERP-F24614ECFE67,S3,S3-HUB,hub,,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,,posadka-derevev-i-kustarnikov,hub,ready,yes,Q000063,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SERP-F560E613866F,S5,S5-CHILD-VYRAVNIVANIE,child_service,S5-HUB,,,vyravnivanie-uchastka,merge,blocked_facts,yes,Q000099|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/planirovka-territorii.json#intro+services.items[Выравнивание],reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping."
SERP-FCAB83A5E3BE,S1,SPECIAL-SERVICES-CATALOG,special,,https://exp76.ru/services/,,services,merge,ready,yes,Q000009,reviewed,codex-2026-08-28,Broad landscaping/complex-improvement demand retains the legacy /services/ owner; it must not broaden the S1 landscape-design hub.
SERP-FCF5B9416B09,S8,,none,,,,,exclude,backlog,no,Q000136,reviewed,codex-2026-08-28,Product-only demand has no installation-service destination and remains excluded.
SPECIAL-BRAND-HOMEPAGE,,SPECIAL-BRAND-HOMEPAGE,special,,https://exp76.ru/,,homepage,special,ready,no,existing_special_owner,reviewed,codex-2026-08-28,Existing special owner is retained and is outside the service-hub release inventory.
SPECIAL-CALCULATOR,S1|S3|S4,SPECIAL-CALCULATOR,special,,https://exp76.ru/kalkuljator-uslug/,,kalkuljator-uslug,special,ready,no,existing_special_owner,reviewed,codex-2026-08-28,Existing special owner is retained and is outside the service-hub release inventory.
SPECIAL-EXTERNAL-EXCLUSION,S1|S2|S3|S4|S5|S8,,none,,,,,exclude,backlog,no,reviewed_external_noise_policy,reviewed,codex-2026-08-28,Reviewed external-noise cluster remains excluded from the page tree.
